gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,curcdq,datacqtr,datafqtr,atq,costat
135990,2019-03-31,2019,1,INDL,C,D,STD,NRG,USD,2019Q1,2019Q1,9530.0000,A
135990,2019-06-30,2019,2,INDL,C,D,STD,NRG,USD,2019Q2,2019Q2,9171.0000,A
135990,2019-09-30,2019,3,INDL,C,D,STD,NRG,USD,2019Q3,2019Q3,9527.0000,A
135990,2019-12-31,2019,4,INDL,C,D,STD,NRG,USD,2019Q4,2019Q4,12531.0000,A
135990,2020-03-31,2020,1,INDL,C,D,STD,NRG,USD,2020Q1,2020Q1,12822.0000,A
135990,2020-06-30,2020,2,INDL,C,D,STD,NRG,USD,2020Q2,2020Q2,12337.0000,A
135990,2020-09-30,2020,3,INDL,C,D,STD,NRG,USD,2020Q3,2020Q3,12225.0000,A
135990,2020-12-31,2020,4,INDL,C,D,STD,NRG,USD,2020Q4,2020Q4,14902.0000,A
135990,2021-03-31,2021,1,INDL,C,D,STD,NRG,USD,2021Q1,2021Q1,19241.0000,A
135990,2021-06-30,2021,2,INDL,C,D,STD,NRG,USD,2021Q2,2021Q2,21619.0000,A
135990,2021-09-30,2021,3,INDL,C,D,STD,NRG,USD,2021Q3,2021Q3,27965.0000,A
135990,2021-12-31,2021,4,INDL,C,D,STD,NRG,USD,2021Q4,2021Q4,23182.0000,A
135990,2022-03-31,2022,1,INDL,C,D,STD,NRG,USD,2022Q1,2022Q1,29477.0000,A
135990,2022-06-30,2022,2,INDL,C,D,STD,NRG,USD,2022Q2,2022Q2,34335.0000,A
135990,2022-09-30,2022,3,INDL,C,D,STD,NRG,USD,2022Q3,2022Q3,32243.0000,A
135990,2022-12-31,2022,4,INDL,C,D,STD,NRG,USD,2022Q4,2022Q4,29146.0000,A
135990,2023-03-31,2023,1,INDL,C,D,STD,NRG,USD,2023Q1,2023Q1,29696.0000,A
135990,2023-06-30,2023,2,INDL,C,D,STD,NRG,USD,2023Q2,2023Q2,28991.0000,A
135990,2023-09-30,2023,3,INDL,C,D,STD,NRG,USD,2023Q3,2023Q3,27910.0000,A
136725,2010-03-31,2010,1,INDL,C,D,STD,ISRG,USD,2010Q1,2010Q1,2016.6000,A
136725,2010-06-30,2010,2,INDL,C,D,STD,ISRG,USD,2010Q2,2010Q2,2243.1000,A
136725,2010-09-30,2010,3,INDL,C,D,STD,ISRG,USD,2010Q3,2010Q3,2351.8000,A
136725,2010-12-31,2010,4,INDL,C,D,STD,ISRG,USD,2010Q4,2010Q4,2390.4000,A
136725,2011-03-31,2011,1,INDL,C,D,STD,ISRG,USD,2011Q1,2011Q1,2568.3000,A
136725,2011-06-30,2011,2,INDL,C,D,STD,ISRG,USD,2011Q2,2011Q2,2649.9000,A
136725,2011-09-30,2011,3,INDL,C,D,STD,ISRG,USD,2011Q3,2011Q3,2746.0000,A
136725,2011-12-31,2011,4,INDL,C,D,STD,ISRG,USD,2011Q4,2011Q4,3063.1000,A
136725,2012-03-31,2012,1,INDL,C,D,STD,ISRG,USD,2012Q1,2012Q1,3332.9000,A
136725,2012-06-30,2012,2,INDL,C,D,STD,ISRG,USD,2012Q2,2012Q2,3626.1000,A
136725,2012-09-30,2012,3,INDL,C,D,STD,ISRG,USD,2012Q3,2012Q3,3732.2000,A
136725,2012-12-31,2012,4,INDL,C,D,STD,ISRG,USD,2012Q4,2012Q4,4059.2000,A
136725,2013-03-31,2013,1,INDL,C,D,STD,ISRG,USD,2013Q1,2013Q1,4235.8000,A
136725,2013-06-30,2013,2,INDL,C,D,STD,ISRG,USD,2013Q2,2013Q2,4201.3000,A
136725,2013-09-30,2013,3,INDL,C,D,STD,ISRG,USD,2013Q3,2013Q3,3697.4000,A
136725,2013-12-31,2013,4,INDL,C,D,STD,ISRG,USD,2013Q4,2013Q4,3950.3000,A
136725,2014-03-31,2014,1,INDL,C,D,STD,ISRG,USD,2014Q1,2014Q1,4194.2000,A
136725,2014-06-30,2014,2,INDL,C,D,STD,ISRG,USD,2014Q2,2014Q2,3404.6000,A
136725,2014-09-30,2014,3,INDL,C,D,STD,ISRG,USD,2014Q3,2014Q3,3651.5000,A
136725,2014-12-31,2014,4,INDL,C,D,STD,ISRG,USD,2014Q4,2014Q4,3959.4000,A
136725,2015-03-31,2015,1,INDL,C,D,STD,ISRG,USD,2015Q1,2015Q1,4126.2000,A
136725,2015-06-30,2015,2,INDL,C,D,STD,ISRG,USD,2015Q2,2015Q2,4354.5000,A
136725,2015-09-30,2015,3,INDL,C,D,STD,ISRG,USD,2015Q3,2015Q3,4682.3000,A
136725,2015-12-31,2015,4,INDL,C,D,STD,ISRG,USD,2015Q4,2015Q4,4907.3000,A
136725,2016-03-31,2016,1,INDL,C,D,STD,ISRG,USD,2016Q1,2016Q1,5306.3000,A
136725,2016-06-30,2016,2,INDL,C,D,STD,ISRG,USD,2016Q2,2016Q2,5780.8000,A
136725,2016-09-30,2016,3,INDL,C,D,STD,ISRG,USD,2016Q3,2016Q3,6174.7000,A
136725,2016-12-31,2016,4,INDL,C,D,STD,ISRG,USD,2016Q4,2016Q4,6486.9000,A
136725,2017-03-31,2017,1,INDL,C,D,STD,ISRG,USD,2017Q1,2017Q1,4808.0000,A
136725,2017-06-30,2017,2,INDL,C,D,STD,ISRG,USD,2017Q2,2017Q2,5250.8000,A
136725,2017-09-30,2017,3,INDL,C,D,STD,ISRG,USD,2017Q3,2017Q3,5644.6000,A
136725,2017-12-31,2017,4,INDL,C,D,STD,ISRG,USD,2017Q4,2017Q4,5758.0000,A
136725,2018-03-31,2018,1,INDL,C,D,STD,ISRG,USD,2018Q1,2018Q1,6426.2000,A
136725,2018-06-30,2018,2,INDL,C,D,STD,ISRG,USD,2018Q2,2018Q2,6849.6000,A
136725,2018-09-30,2018,3,INDL,C,D,STD,ISRG,USD,2018Q3,2018Q3,7318.6000,A
136725,2018-12-31,2018,4,INDL,C,D,STD,ISRG,USD,2018Q4,2018Q4,7846.7000,A
136725,2019-03-31,2019,1,INDL,C,D,STD,ISRG,USD,2019Q1,2019Q1,8234.9000,A
136725,2019-06-30,2019,2,INDL,C,D,STD,ISRG,USD,2019Q2,2019Q2,8531.6000,A
136725,2019-09-30,2019,3,INDL,C,D,STD,ISRG,USD,2019Q3,2019Q3,9131.3000,A
136725,2019-12-31,2019,4,INDL,C,D,STD,ISRG,USD,2019Q4,2019Q4,9733.2000,A
136725,2020-03-31,2020,1,INDL,C,D,STD,ISRG,USD,2020Q1,2020Q1,9891.1000,A
136725,2020-06-30,2020,2,INDL,C,D,STD,ISRG,USD,2020Q2,2020Q2,10103.6000,A
136725,2020-09-30,2020,3,INDL,C,D,STD,ISRG,USD,2020Q3,2020Q3,10617.5000,A
136725,2020-12-31,2020,4,INDL,C,D,STD,ISRG,USD,2020Q4,2020Q4,11168.9000,A
136725,2021-03-31,2021,1,INDL,C,D,STD,ISRG,USD,2021Q1,2021Q1,11540.4000,A
136725,2021-06-30,2021,2,INDL,C,D,STD,ISRG,USD,2021Q2,2021Q2,12297.0000,A
136725,2021-09-30,2021,3,INDL,C,D,STD,ISRG,USD,2021Q3,2021Q3,12934.6000,A
136725,2021-12-31,2021,4,INDL,C,D,STD,ISRG,USD,2021Q4,2021Q4,13555.0000,A
136725,2022-03-31,2022,1,INDL,C,D,STD,ISRG,USD,2022Q1,2022Q1,13678.4000,A
136725,2022-06-30,2022,2,INDL,C,D,STD,ISRG,USD,2022Q2,2022Q2,13705.2000,A
136725,2022-09-30,2022,3,INDL,C,D,STD,ISRG,USD,2022Q3,2022Q3,13260.8000,A
136725,2022-12-31,2022,4,INDL,C,D,STD,ISRG,USD,2022Q4,2022Q4,12974.0000,A
136725,2023-03-31,2023,1,INDL,C,D,STD,ISRG,USD,2023Q1,2023Q1,13053.2000,A
136725,2023-06-30,2023,2,INDL,C,D,STD,ISRG,USD,2023Q2,2023Q2,13903.3000,A
136725,2023-09-30,2023,3,INDL,C,D,STD,ISRG,USD,2023Q3,2023Q3,14712.7000,A
137131,2010-03-31,2010,1,INDL,C,D,STD,CRL,USD,2010Q1,2010Q1,2186.8710,A
137131,2010-06-30,2010,2,INDL,C,D,STD,CRL,USD,2010Q2,2010Q2,2156.6370,A
137131,2010-09-30,2010,3,INDL,C,D,STD,CRL,USD,2010Q3,2010Q3,2080.2730,A
137131,2010-12-31,2010,4,INDL,C,D,STD,CRL,USD,2010Q4,2010Q4,1733.3730,A
137131,2011-03-31,2011,1,INDL,C,D,STD,CRL,USD,2011Q1,2011Q1,1744.6200,A
137131,2011-06-30,2011,2,INDL,C,D,STD,CRL,USD,2011Q2,2011Q2,1705.4250,A
137131,2011-09-30,2011,3,INDL,C,D,STD,CRL,USD,2011Q3,2011Q3,1585.3730,A
137131,2011-12-31,2011,4,INDL,C,D,STD,CRL,USD,2011Q4,2011Q4,1558.3200,A
137131,2012-03-31,2012,1,INDL,C,D,STD,CRL,USD,2012Q1,2012Q1,1555.3580,A
137131,2012-06-30,2012,2,INDL,C,D,STD,CRL,USD,2012Q2,2012Q2,1546.0730,A
137131,2012-09-30,2012,3,INDL,C,D,STD,CRL,USD,2012Q3,2012Q3,1567.6180,A
137131,2012-12-31,2012,4,INDL,C,D,STD,CRL,USD,2012Q4,2012Q4,1586.3440,A
137131,2013-03-31,2013,1,INDL,C,D,STD,CRL,USD,2013Q1,2013Q1,1603.8080,A
137131,2013-06-30,2013,2,INDL,C,D,STD,CRL,USD,2013Q2,2013Q2,1621.5980,A
137131,2013-09-30,2013,3,INDL,C,D,STD,CRL,USD,2013Q3,2013Q3,1643.7670,A
137131,2013-12-31,2013,4,INDL,C,D,STD,CRL,USD,2013Q4,2013Q4,1644.6210,A
137131,2014-03-31,2014,1,INDL,C,D,STD,CRL,USD,2014Q1,2014Q1,1651.7630,A
137131,2014-06-30,2014,2,INDL,C,D,STD,CRL,USD,2014Q2,2014Q2,1863.4620,A
137131,2014-09-30,2014,3,INDL,C,D,STD,CRL,USD,2014Q3,2014Q3,1842.3580,A
137131,2014-12-31,2014,4,INDL,C,D,STD,CRL,USD,2014Q4,2014Q4,1885.1920,A
137131,2015-03-31,2015,1,INDL,C,D,STD,CRL,USD,2015Q1,2015Q1,1847.2290,A
137131,2015-06-30,2015,2,INDL,C,D,STD,CRL,USD,2015Q2,2015Q2,1885.9170,A
137131,2015-09-30,2015,3,INDL,C,D,STD,CRL,USD,2015Q3,2015Q3,2032.8430,A
137131,2015-12-31,2015,4,INDL,C,D,STD,CRL,USD,2015Q4,2015Q4,2068.4970,A
137131,2016-03-31,2016,1,INDL,C,D,STD,CRL,USD,2016Q1,2016Q1,2103.7180,A
137131,2016-06-30,2016,2,INDL,C,D,STD,CRL,USD,2016Q2,2016Q2,2762.9870,A
137131,2016-09-30,2016,3,INDL,C,D,STD,CRL,USD,2016Q3,2016Q3,2690.1900,A
137131,2016-12-31,2016,4,INDL,C,D,STD,CRL,USD,2016Q4,2016Q4,2711.8000,A
137131,2017-03-31,2017,1,INDL,C,D,STD,CRL,USD,2017Q1,2017Q1,2697.0750,A
137131,2017-06-30,2017,2,INDL,C,D,STD,CRL,USD,2017Q2,2017Q2,2773.6640,A
137131,2017-09-30,2017,3,INDL,C,D,STD,CRL,USD,2017Q3,2017Q3,2865.9180,A
137131,2017-12-31,2017,4,INDL,C,D,STD,CRL,USD,2017Q4,2017Q4,2929.9220,A
137131,2018-03-31,2018,1,INDL,C,D,STD,CRL,USD,2018Q1,2018Q1,3001.0030,A
137131,2018-06-30,2018,2,INDL,C,D,STD,CRL,USD,2018Q2,2018Q2,3865.8830,A
137131,2018-09-30,2018,3,INDL,C,D,STD,CRL,USD,2018Q3,2018Q3,3796.6570,A
137131,2018-12-31,2018,4,INDL,C,D,STD,CRL,USD,2018Q4,2018Q4,3855.8790,A
137131,2019-03-31,2019,1,INDL,C,D,STD,CRL,USD,2019Q1,2019Q1,3926.6370,A
137131,2019-06-30,2019,2,INDL,C,D,STD,CRL,USD,2019Q2,2019Q2,4625.4840,A
137131,2019-09-30,2019,3,INDL,C,D,STD,CRL,USD,2019Q3,2019Q3,4582.5620,A
137131,2019-12-31,2019,4,INDL,C,D,STD,CRL,USD,2019Q4,2019Q4,4692.7900,A
137131,2020-03-31,2020,1,INDL,C,D,STD,CRL,USD,2020Q1,2020Q1,5201.7900,A
137131,2020-06-30,2020,2,INDL,C,D,STD,CRL,USD,2020Q2,2020Q2,5240.8840,A
137131,2020-09-30,2020,3,INDL,C,D,STD,CRL,USD,2020Q3,2020Q3,5213.3380,A
137131,2020-12-31,2020,4,INDL,C,D,STD,CRL,USD,2020Q4,2020Q4,5490.8310,A
137131,2021-03-31,2021,1,INDL,C,D,STD,CRL,USD,2021Q1,2021Q1,5808.9630,A
137131,2021-06-30,2021,2,INDL,C,D,STD,CRL,USD,2021Q2,2021Q2,6720.3520,A
137131,2021-09-30,2021,3,INDL,C,D,STD,CRL,USD,2021Q3,2021Q3,7058.4370,A
137131,2021-12-31,2021,4,INDL,C,D,STD,CRL,USD,2021Q4,2021Q4,7024.2920,A
137131,2022-03-31,2022,1,INDL,C,D,STD,CRL,USD,2022Q1,2022Q1,7075.0490,A
137131,2022-06-30,2022,2,INDL,C,D,STD,CRL,USD,2022Q2,2022Q2,7529.3610,A
137131,2022-09-30,2022,3,INDL,C,D,STD,CRL,USD,2022Q3,2022Q3,7382.7690,A
137131,2022-12-31,2022,4,INDL,C,D,STD,CRL,USD,2022Q4,2022Q4,7602.7700,A
137131,2023-03-31,2023,1,INDL,C,D,STD,CRL,USD,2023Q1,2023Q1,7699.4390,A
137131,2023-06-30,2023,2,INDL,C,D,STD,CRL,USD,2023Q2,2023Q2,7772.3810,A
137131,2023-09-30,2023,3,INDL,C,D,STD,CRL,USD,2023Q3,2023Q3,7607.0070,A
138205,2010-03-31,2010,1,INDL,C,D,STD,ILMN,USD,2010Q1,2010Q1,1505.2110,A
138205,2010-06-30,2010,2,INDL,C,D,STD,ILMN,USD,2010Q2,2010Q2,1641.8850,A
138205,2010-09-30,2010,3,INDL,C,D,STD,ILMN,USD,2010Q3,2010Q3,1725.2210,A
138205,2010-12-31,2010,4,INDL,C,D,STD,ILMN,USD,2010Q4,2010Q4,1839.1130,A
138205,2011-03-31,2011,1,INDL,C,D,STD,ILMN,USD,2011Q1,2011Q1,2123.1490,A
138205,2011-06-30,2011,2,INDL,C,D,STD,ILMN,USD,2011Q2,2011Q2,2256.9860,A
138205,2011-09-30,2011,3,INDL,C,D,STD,ILMN,USD,2011Q3,2011Q3,2147.0590,A
138205,2011-12-31,2011,4,INDL,C,D,STD,ILMN,USD,2011Q4,2011Q4,2195.8400,A
138205,2012-03-31,2012,1,INDL,C,D,STD,ILMN,USD,2012Q1,2012Q1,2301.4740,A
138205,2012-06-30,2012,2,INDL,C,D,STD,ILMN,USD,2012Q2,2012Q2,2348.7380,A
138205,2012-09-30,2012,3,INDL,C,D,STD,ILMN,USD,2012Q3,2012Q3,2437.9830,A
138205,2012-12-31,2012,4,INDL,C,D,STD,ILMN,USD,2012Q4,2012Q4,2566.0850,A
138205,2013-03-31,2013,1,INDL,C,D,STD,ILMN,USD,2013Q1,2013Q1,2744.1880,A
138205,2013-06-30,2013,2,INDL,C,D,STD,ILMN,USD,2013Q2,2013Q2,2823.2020,A
138205,2013-09-30,2013,3,INDL,C,D,STD,ILMN,USD,2013Q3,2013Q3,2817.6960,A
138205,2013-12-31,2013,4,INDL,C,D,STD,ILMN,USD,2013Q4,2013Q4,3019.0060,A
138205,2014-03-31,2014,1,INDL,C,D,STD,ILMN,USD,2014Q1,2014Q1,3053.5700,A
138205,2014-06-30,2014,2,INDL,C,D,STD,ILMN,USD,2014Q2,2014Q2,3035.0550,A
138205,2014-09-30,2014,3,INDL,C,D,STD,ILMN,USD,2014Q3,2014Q3,3278.2060,A
138205,2014-12-31,2014,4,INDL,C,D,STD,ILMN,USD,2014Q4,2014Q4,3339.6400,A
138205,2015-03-31,2015,1,INDL,C,D,STD,ILMN,USD,2015Q1,2015Q1,3499.0930,A
138205,2015-06-30,2015,2,INDL,C,D,STD,ILMN,USD,2015Q2,2015Q2,3703.1250,A
138205,2015-09-30,2015,3,INDL,C,D,STD,ILMN,USD,2015Q3,2015Q3,3733.5480,A
138205,2015-12-31,2015,4,INDL,C,D,STD,ILMN,USD,2015Q4,2015Q4,3687.7470,A
138205,2016-03-31,2016,1,INDL,C,D,STD,ILMN,USD,2016Q1,2016Q1,3793.7060,A
138205,2016-06-30,2016,2,INDL,C,D,STD,ILMN,USD,2016Q2,2016Q2,3985.0900,A
138205,2016-09-30,2016,3,INDL,C,D,STD,ILMN,USD,2016Q3,2016Q3,4227.8270,A
138205,2016-12-31,2016,4,INDL,C,D,STD,ILMN,USD,2016Q4,2016Q4,4280.6000,A
138205,2017-03-31,2017,1,INDL,C,D,STD,ILMN,USD,2017Q1,2017Q1,4598.0000,A
138205,2017-06-30,2017,2,INDL,C,D,STD,ILMN,USD,2017Q2,2017Q2,4858.0000,A
138205,2017-09-30,2017,3,INDL,C,D,STD,ILMN,USD,2017Q3,2017Q3,5046.0000,A
138205,2017-12-31,2017,4,INDL,C,D,STD,ILMN,USD,2017Q4,2017Q4,5257.0000,A
138205,2018-03-31,2018,1,INDL,C,D,STD,ILMN,USD,2018Q1,2018Q1,5542.0000,A
138205,2018-06-30,2018,2,INDL,C,D,STD,ILMN,USD,2018Q2,2018Q2,5851.0000,A
138205,2018-09-30,2018,3,INDL,C,D,STD,ILMN,USD,2018Q3,2018Q3,6759.0000,A
138205,2018-12-31,2018,4,INDL,C,D,STD,ILMN,USD,2018Q4,2018Q4,6959.0000,A
138205,2019-03-31,2019,1,INDL,C,D,STD,ILMN,USD,2019Q1,2019Q1,7390.0000,A
138205,2019-06-30,2019,2,INDL,C,D,STD,ILMN,USD,2019Q2,2019Q2,6973.0000,A
138205,2019-09-30,2019,3,INDL,C,D,STD,ILMN,USD,2019Q3,2019Q3,7089.0000,A
138205,2019-12-31,2019,4,INDL,C,D,STD,ILMN,USD,2019Q4,2019Q4,7316.0000,A
138205,2020-03-31,2020,1,INDL,C,D,STD,ILMN,USD,2020Q1,2020Q1,7261.0000,A
138205,2020-06-30,2020,2,INDL,C,D,STD,ILMN,USD,2020Q2,2020Q2,7248.0000,A
138205,2020-09-30,2020,3,INDL,C,D,STD,ILMN,USD,2020Q3,2020Q3,7404.0000,A
138205,2020-12-31,2020,4,INDL,C,D,STD,ILMN,USD,2020Q4,2020Q4,7585.0000,A
138205,2021-03-31,2021,1,INDL,C,D,STD,ILMN,USD,2021Q1,2021Q1,8755.0000,A
138205,2021-06-30,2021,2,INDL,C,D,STD,ILMN,USD,2021Q2,2021Q2,8675.0000,A
138205,2021-09-30,2021,3,INDL,C,D,STD,ILMN,USD,2021Q3,2021Q3,15063.0000,A
138205,2021-12-31,2021,4,INDL,C,D,STD,ILMN,USD,2021Q4,2021Q4,15217.0000,A
138205,2022-03-31,2022,1,INDL,C,D,STD,ILMN,USD,2022Q1,2022Q1,15274.0000,A
138205,2022-06-30,2022,2,INDL,C,D,STD,ILMN,USD,2022Q2,2022Q2,15448.0000,A
138205,2022-09-30,2022,3,INDL,C,D,STD,ILMN,USD,2022Q3,2022Q3,11256.0000,A
138205,2022-12-31,2022,4,INDL,C,D,STD,ILMN,USD,2022Q4,2022Q4,12252.0000,A
138205,2023-03-31,2023,1,INDL,C,D,STD,ILMN,USD,2023Q1,2023Q1,11811.0000,A
138205,2023-06-30,2023,2,INDL,C,D,STD,ILMN,USD,2023Q2,2023Q2,11774.0000,A
138205,2023-09-30,2023,3,INDL,C,D,STD,ILMN,USD,2023Q3,2023Q3,10122.0000,A
138743,2010-03-31,2010,1,INDL,C,D,STD,EQIX,USD,2010Q1,2010Q1,3667.7680,A
138743,2010-06-30,2010,2,INDL,C,D,STD,EQIX,USD,2010Q2,2010Q2,4282.2080,A
138743,2010-09-30,2010,3,INDL,C,D,STD,EQIX,USD,2010Q3,2010Q3,4480.8910,A
138743,2010-12-31,2010,4,INDL,C,D,STD,EQIX,USD,2010Q4,2010Q4,4448.0090,A
138743,2011-03-31,2011,1,INDL,C,D,STD,EQIX,USD,2011Q1,2011Q1,4652.5130,A
138743,2011-06-30,2011,2,INDL,C,D,STD,EQIX,USD,2011Q2,2011Q2,4969.1910,A
138743,2011-09-30,2011,3,INDL,C,D,STD,EQIX,USD,2011Q3,2011Q3,5730.6870,A
138743,2011-12-31,2011,4,INDL,C,D,STD,EQIX,USD,2011Q4,2011Q4,5785.3240,A
138743,2012-03-31,2012,1,INDL,C,D,STD,EQIX,USD,2012Q1,2012Q1,5884.3450,A
138743,2012-06-30,2012,2,INDL,C,D,STD,EQIX,USD,2012Q2,2012Q2,5724.6880,A
138743,2012-09-30,2012,3,INDL,C,D,STD,EQIX,USD,2012Q3,2012Q3,5990.9700,A
138743,2012-12-31,2012,4,INDL,C,D,STD,EQIX,USD,2012Q4,2012Q4,6132.9640,A
138743,2013-03-31,2013,1,INDL,C,D,STD,EQIX,USD,2013Q1,2013Q1,7612.9330,A
138743,2013-06-30,2013,2,INDL,C,D,STD,EQIX,USD,2013Q2,2013Q2,7077.8490,A
138743,2013-09-30,2013,3,INDL,C,D,STD,EQIX,USD,2013Q3,2013Q3,7389.0440,A
138743,2013-12-31,2013,4,INDL,C,D,STD,EQIX,USD,2013Q4,2013Q4,7492.3590,A
138743,2014-03-31,2014,1,INDL,C,D,STD,EQIX,USD,2014Q1,2014Q1,7730.5980,A
138743,2014-06-30,2014,2,INDL,C,D,STD,EQIX,USD,2014Q2,2014Q2,7639.6110,A
138743,2014-09-30,2014,3,INDL,C,D,STD,EQIX,USD,2014Q3,2014Q3,7462.0000,A
138743,2014-12-31,2014,4,INDL,C,D,STD,EQIX,USD,2014Q4,2014Q4,7817.4330,A
138743,2015-03-31,2015,1,INDL,C,D,STD,EQIX,USD,2015Q1,2015Q1,7727.6940,A
138743,2015-06-30,2015,2,INDL,C,D,STD,EQIX,USD,2015Q2,2015Q2,7826.0180,A
138743,2015-09-30,2015,3,INDL,C,D,STD,EQIX,USD,2015Q3,2015Q3,7705.6660,A
138743,2015-12-31,2015,4,INDL,C,D,STD,EQIX,USD,2015Q4,2015Q4,10356.6950,A
138743,2016-03-31,2016,1,INDL,C,D,STD,EQIX,USD,2016Q1,2016Q1,13495.8350,A
138743,2016-06-30,2016,2,INDL,C,D,STD,EQIX,USD,2016Q2,2016Q2,13269.0450,A
138743,2016-09-30,2016,3,INDL,C,D,STD,EQIX,USD,2016Q3,2016Q3,13097.5570,A
138743,2016-12-31,2016,4,INDL,C,D,STD,EQIX,USD,2016Q4,2016Q4,12608.3710,A
138743,2017-03-31,2017,1,INDL,C,D,STD,EQIX,USD,2017Q1,2017Q1,17184.6840,A
138743,2017-06-30,2017,2,INDL,C,D,STD,EQIX,USD,2017Q2,2017Q2,17473.9370,A
138743,2017-09-30,2017,3,INDL,C,D,STD,EQIX,USD,2017Q3,2017Q3,18308.4960,A
138743,2017-12-31,2017,4,INDL,C,D,STD,EQIX,USD,2017Q4,2017Q4,18691.4570,A
138743,2018-03-31,2018,1,INDL,C,D,STD,EQIX,USD,2018Q1,2018Q1,19941.9280,A
138743,2018-06-30,2018,2,INDL,C,D,STD,EQIX,USD,2018Q2,2018Q2,20070.2880,A
138743,2018-09-30,2018,3,INDL,C,D,STD,EQIX,USD,2018Q3,2018Q3,20288.0710,A
138743,2018-12-31,2018,4,INDL,C,D,STD,EQIX,USD,2018Q4,2018Q4,20244.6380,A
138743,2019-03-31,2019,1,INDL,C,D,STD,EQIX,USD,2019Q1,2019Q1,22491.0910,A
138743,2019-06-30,2019,2,INDL,C,D,STD,EQIX,USD,2019Q2,2019Q2,22886.5050,A
138743,2019-09-30,2019,3,INDL,C,D,STD,EQIX,USD,2019Q3,2019Q3,22842.3330,A
138743,2019-12-31,2019,4,INDL,C,D,STD,EQIX,USD,2019Q4,2019Q4,23965.6150,A
138743,2020-03-31,2020,1,INDL,C,D,STD,EQIX,USD,2020Q1,2020Q1,23590.6980,A
138743,2020-06-30,2020,2,INDL,C,D,STD,EQIX,USD,2020Q2,2020Q2,27792.6300,A
138743,2020-09-30,2020,3,INDL,C,D,STD,EQIX,USD,2020Q3,2020Q3,26436.7140,A
138743,2020-12-31,2020,4,INDL,C,D,STD,EQIX,USD,2020Q4,2020Q4,27006.8410,A
138743,2021-03-31,2021,1,INDL,C,D,STD,EQIX,USD,2021Q1,2021Q1,27316.9900,A
138743,2021-06-30,2021,2,INDL,C,D,STD,EQIX,USD,2021Q2,2021Q2,27930.3620,A
138743,2021-09-30,2021,3,INDL,C,D,STD,EQIX,USD,2021Q3,2021Q3,27774.1310,A
138743,2021-12-31,2021,4,INDL,C,D,STD,EQIX,USD,2021Q4,2021Q4,27918.6980,A
138743,2022-03-31,2022,1,INDL,C,D,STD,EQIX,USD,2022Q1,2022Q1,28023.2330,A
138743,2022-06-30,2022,2,INDL,C,D,STD,EQIX,USD,2022Q2,2022Q2,29038.2140,A
138743,2022-09-30,2022,3,INDL,C,D,STD,EQIX,USD,2022Q3,2022Q3,29325.8660,A
138743,2022-12-31,2022,4,INDL,C,D,STD,EQIX,USD,2022Q4,2022Q4,30310.7420,A
138743,2023-03-31,2023,1,INDL,C,D,STD,EQIX,USD,2023Q1,2023Q1,31274.1980,A
138743,2023-06-30,2023,2,INDL,C,D,STD,EQIX,USD,2023Q2,2023Q2,31566.9450,A
138743,2023-09-30,2023,3,INDL,C,D,STD,EQIX,USD,2023Q3,2023Q3,31684.6020,A
139665,2010-03-31,2010,1,INDL,C,D,STD,MCO,USD,2010Q1,2010Q1,2003.3000,A
139665,2010-06-30,2010,2,INDL,C,D,STD,MCO,USD,2010Q2,2010Q2,1957.7000,A
139665,2010-09-30,2010,3,INDL,C,D,STD,MCO,USD,2010Q3,2010Q3,2348.2000,A
139665,2010-12-31,2010,4,INDL,C,D,STD,MCO,USD,2010Q4,2010Q4,2540.3000,A
139665,2011-03-31,2011,1,INDL,C,D,STD,MCO,USD,2011Q1,2011Q1,2524.4000,A
139665,2011-06-30,2011,2,INDL,C,D,STD,MCO,USD,2011Q2,2011Q2,2744.6000,A
139665,2011-09-30,2011,3,INDL,C,D,STD,MCO,USD,2011Q3,2011Q3,2521.3000,A
139665,2011-12-31,2011,4,INDL,C,D,STD,MCO,USD,2011Q4,2011Q4,2876.1000,A
139665,2012-03-31,2012,1,INDL,C,D,STD,MCO,USD,2012Q1,2012Q1,2994.4000,A
139665,2012-06-30,2012,2,INDL,C,D,STD,MCO,USD,2012Q2,2012Q2,2963.9000,A
139665,2012-09-30,2012,3,INDL,C,D,STD,MCO,USD,2012Q3,2012Q3,3662.3000,A
139665,2012-12-31,2012,4,INDL,C,D,STD,MCO,USD,2012Q4,2012Q4,3960.9000,A
139665,2013-03-31,2013,1,INDL,C,D,STD,MCO,USD,2013Q1,2013Q1,3911.2000,A
139665,2013-06-30,2013,2,INDL,C,D,STD,MCO,USD,2013Q2,2013Q2,3794.3000,A
139665,2013-09-30,2013,3,INDL,C,D,STD,MCO,USD,2013Q3,2013Q3,4154.5000,A
139665,2013-12-31,2013,4,INDL,C,D,STD,MCO,USD,2013Q4,2013Q4,4395.1000,A
139665,2014-03-31,2014,1,INDL,C,D,STD,MCO,USD,2014Q1,2014Q1,4353.4000,A
139665,2014-06-30,2014,2,INDL,C,D,STD,MCO,USD,2014Q2,2014Q2,4786.6000,A
139665,2014-09-30,2014,3,INDL,C,D,STD,MCO,USD,2014Q3,2014Q3,4993.7000,A
139665,2014-12-31,2014,4,INDL,C,D,STD,MCO,USD,2014Q4,2014Q4,4669.0000,A
